  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#15   | PROMO PLATED NICKEL       |     21 |            4
 Brand#15   | PROMO PLATED NICKEL       |     49 |            4
 Brand#15   | PROMO PLATED STEEL        |      6 |            4
 Brand#15   | PROMO PLATED STEEL        |     12 |            4
 Brand#15   | PROMO PLATED STEEL        |     17 |            4
 Brand#15   | PROMO PLATED STEEL        |     49 |            4
 Brand#15   | PROMO PLATED TIN          |      6 |            4
 Brand#15   | PROMO PLATED TIN          |     12 |            4
 Brand#15   | PROMO PLATED TIN          |     13 |            4
 Brand#15   | PROMO PLATED TIN          |     14 |            4
 Brand#15   | PROMO PLATED TIN          |     21 |            4
 Brand#15   | PROMO PLATED TIN          |     49 |            4
 Brand#15   | PROMO POLISHED BRASS      |      2 |            4
 Brand#15   | PROMO POLISHED BRASS      |      6 |            4
 Brand#15   | PROMO POLISHED BRASS      |     17 |            4
 Brand#15   | PROMO POLISHED BRASS      |     21 |            4
 Brand#15   | PROMO POLISHED BRASS      |     49 |            4
 Brand#15   | PROMO POLISHED NICKEL     |      6 |            4
 Brand#15   | PROMO POLISHED NICKEL     |     13 |            4
 Brand#15   | PROMO POLISHED NICKEL     |     14 |            4
 Brand#15   | PROMO POLISHED NICKEL     |     21 |            4
 Brand#15   | PROMO POLISHED STEEL      |      2 |            4
 Brand#15   | PROMO POLISHED STEEL      |      6 |            4
 Brand#15   | PROMO POLISHED TIN        |      6 |            4
 Brand#15   | PROMO POLISHED TIN        |     13 |            4
 Brand#15   | PROMO POLISHED TIN        |     14 |            4
 Brand#15   | SMALL ANODIZED BRASS      |      2 |            4
 Brand#15   | SMALL ANODIZED BRASS      |     21 |            4
 Brand#15   | SMALL ANODIZED COPPER     |      2 |            4
 Brand#15   | SMALL ANODIZED COPPER     |     13 |            4
 Brand#15   | SMALL ANODIZED COPPER     |     14 |            4
 Brand#15   | SMALL ANODIZED COPPER     |     21 |            4
 Brand#15   | SMALL ANODIZED COPPER     |     49 |            4
 Brand#15   | SMALL ANODIZED NICKEL     |     49 |            4
 Brand#15   | SMALL ANODIZED STEEL      |     13 |            4
 Brand#15   | SMALL ANODIZED STEEL      |     21 |            4
 Brand#15   | SMALL ANODIZED TIN        |      2 |            4
 Brand#15   | SMALL ANODIZED TIN        |      6 |            4
 Brand#15   | SMALL ANODIZED TIN        |     12 |            4
 Brand#15   | SMALL ANODIZED TIN        |     21 |            4
 Brand#15   | SMALL ANODIZED TIN        |     49 |            4
 Brand#15   | SMALL BRUSHED BRASS       |     12 |            4
 Brand#15   | SMALL BRUSHED BRASS       |     17 |            4
 Brand#15   | SMALL BRUSHED COPPER      |      2 |            4
 Brand#15   | SMALL BRUSHED COPPER      |      6 |            4
 Brand#15   | SMALL BRUSHED COPPER      |     12 |            4
 Brand#15   | SMALL BRUSHED COPPER      |     49 |            4
 Brand#15   | SMALL BRUSHED NICKEL      |      2 |            4
 Brand#15   | SMALL BRUSHED STEEL       |      2 |            4
 Brand#15   | SMALL BRUSHED STEEL       |     13 |            4
 Brand#15   | SMALL BRUSHED STEEL       |     21 |            4
 Brand#15   | SMALL BRUSHED STEEL       |     49 |            4
 Brand#15   | SMALL BRUSHED TIN         |      2 |            4
 Brand#15   | SMALL BRUSHED TIN         |     14 |            4
 Brand#15   | SMALL BRUSHED TIN         |     17 |            4
 Brand#15   | SMALL BRUSHED TIN         |     49 |            4
 Brand#15   | SMALL BURNISHED BRASS     |      2 |            4
 Brand#15   | SMALL BURNISHED BRASS     |     21 |            4
 Brand#15   | SMALL BURNISHED BRASS     |     49 |            4
 Brand#15   | SMALL BURNISHED COPPER    |     12 |            4
 Brand#15   | SMALL BURNISHED COPPER    |     13 |            4
 Brand#15   | SMALL BURNISHED COPPER    |     17 |            4
 Brand#15   | SMALL BURNISHED NICKEL    |      2 |            4
 Brand#15   | SMALL BURNISHED NICKEL    |     14 |            4
 Brand#15   | SMALL BURNISHED NICKEL    |     17 |            4
 Brand#15   | SMALL BURNISHED NICKEL    |     49 |            4
 Brand#15   | SMALL BURNISHED STEEL     |     14 |            4
 Brand#15   | SMALL BURNISHED STEEL     |     17 |            4
 Brand#15   | SMALL BURNISHED STEEL     |     21 |            4
 Brand#15   | SMALL BURNISHED STEEL     |     49 |            4
 Brand#15   | SMALL BURNISHED TIN       |     13 |            4
 Brand#15   | SMALL BURNISHED TIN       |     49 |            4
 Brand#15   | SMALL PLATED BRASS        |     12 |            4
 Brand#15   | SMALL PLATED BRASS        |     14 |            4
 Brand#15   | SMALL PLATED COPPER       |      2 |            4
 Brand#15   | SMALL PLATED COPPER       |      6 |            4
 Brand#15   | SMALL PLATED COPPER       |     17 |            4
 Brand#15   | SMALL PLATED COPPER       |     21 |            4
 Brand#15   | SMALL PLATED NICKEL       |      2 |            4
 Brand#15   | SMALL PLATED NICKEL       |      6 |            4
 Brand#15   | SMALL PLATED NICKEL       |     14 |            4
 Brand#15   | SMALL PLATED NICKEL       |     17 |            4
 Brand#15   | SMALL PLATED NICKEL       |     21 |            4
 Brand#15   | SMALL PLATED NICKEL       |     49 |            4
 Brand#15   | SMALL PLATED STEEL        |      2 |            4
 Brand#15   | SMALL PLATED STEEL        |      6 |            4
 Brand#15   | SMALL PLATED STEEL        |     13 |            4
 Brand#15   | SMALL PLATED TIN          |      2 |            4
 Brand#15   | SMALL PLATED TIN          |     49 |            4
 Brand#15   | SMALL POLISHED BRASS      |      2 |            4
 Brand#15   | SMALL POLISHED BRASS      |      6 |            4
 Brand#15   | SMALL POLISHED BRASS      |     12 |            4
 Brand#15   | SMALL POLISHED BRASS      |     14 |            4
 Brand#15   | SMALL POLISHED BRASS      |     17 |            4
 Brand#15   | SMALL POLISHED BRASS      |     21 |            4
 Brand#15   | SMALL POLISHED COPPER     |     13 |            4
 Brand#15   | SMALL POLISHED COPPER     |     14 |            4
 Brand#15   | SMALL POLISHED COPPER     |     17 |            4
 Brand#15   | SMALL POLISHED NICKEL     |     13 |            4
 Brand#15   | SMALL POLISHED NICKEL     |     49 |            4
 Brand#15   | SMALL POLISHED STEEL      |     13 |            4
 Brand#15   | SMALL POLISHED STEEL      |     14 |            4
 Brand#15   | SMALL POLISHED STEEL      |     17 |            4
 Brand#15   | SMALL POLISHED TIN        |     14 |            4
 Brand#15   | SMALL POLISHED TIN        |     21 |            4
 Brand#15   | STANDARD ANODIZED BRASS   |      6 |            4
 Brand#15   | STANDARD ANODIZED BRASS   |     12 |            4
 Brand#15   | STANDARD ANODIZED BRASS   |     13 |            4
 Brand#15   | STANDARD ANODIZED BRASS   |     21 |            4
 Brand#15   | STANDARD ANODIZED BRASS   |     49 |            4
 Brand#15   | STANDARD ANODIZED COPPER  |     12 |            4
 Brand#15   | STANDARD ANODIZED COPPER  |     21 |            4
 Brand#15   | STANDARD ANODIZED COPPER  |     49 |            4
 Brand#15   | STANDARD ANODIZED NICKEL  |     12 |            4
 Brand#15   | STANDARD ANODIZED NICKEL  |     13 |            4
 Brand#15   | STANDARD ANODIZED NICKEL  |     14 |            4
 Brand#15   | STANDARD ANODIZED NICKEL  |     21 |            4
 Brand#15   | STANDARD ANODIZED NICKEL  |     49 |            4
 Brand#15   | STANDARD ANODIZED STEEL   |      2 |            4
 Brand#15   | STANDARD ANODIZED STEEL   |      6 |            4
 Brand#15   | STANDARD ANODIZED STEEL   |     13 |            4
 Brand#15   | STANDARD ANODIZED STEEL   |     17 |            4
 Brand#15   | STANDARD ANODIZED STEEL   |     21 |            4
 Brand#15   | STANDARD ANODIZED STEEL   |     49 |            4
 Brand#15   | STANDARD ANODIZED TIN     |      6 |            4
 Brand#15   | STANDARD ANODIZED TIN     |     14 |            4
 Brand#15   | STANDARD ANODIZED TIN     |     49 |            4
 Brand#15   | STANDARD BRUSHED BRASS    |     12 |            4
 Brand#15   | STANDARD BRUSHED BRASS    |     14 |            4
 Brand#15   | STANDARD BRUSHED BRASS    |     21 |            4
 Brand#15   | STANDARD BRUSHED COPPER   |     13 |            4
 Brand#15   | STANDARD BRUSHED COPPER   |     17 |            4
 Brand#15   | STANDARD BRUSHED NICKEL   |     12 |            4
 Brand#15   | STANDARD BRUSHED NICKEL   |     13 |            4
 Brand#15   | STANDARD BRUSHED NICKEL   |     49 |            4
 Brand#15   | STANDARD BRUSHED STEEL    |      2 |            4
 Brand#15   | STANDARD BRUSHED STEEL    |     13 |            4
 Brand#15   | STANDARD BRUSHED TIN      |      2 |            4
 Brand#15   | STANDARD BRUSHED TIN      |      6 |            4
 Brand#15   | STANDARD BRUSHED TIN      |     14 |            4
 Brand#15   | STANDARD BRUSHED TIN      |     21 |            4
 Brand#15   | STANDARD BRUSHED TIN      |     49 |            4
 Brand#15   | STANDARD BURNISHED BRASS  |     12 |            4
 Brand#15   | STANDARD BURNISHED BRASS  |     14 |            4
 Brand#15   | STANDARD BURNISHED BRASS  |     17 |            4
 Brand#15   | STANDARD BURNISHED NICKEL |      6 |            4
 Brand#15   | STANDARD BURNISHED NICKEL |     12 |            4
 Brand#15   | STANDARD BURNISHED NICKEL |     13 |            4
 Brand#15   | STANDARD BURNISHED STEEL  |      2 |            4
 Brand#15   | STANDARD BURNISHED STEEL  |     14 |            4
 Brand#15   | STANDARD BURNISHED STEEL  |     49 |            4
 Brand#15   | STANDARD BURNISHED TIN    |      2 |            4
 Brand#15   | STANDARD BURNISHED TIN    |     13 |            4
 Brand#15   | STANDARD PLATED BRASS     |     12 |            4
 Brand#15   | STANDARD PLATED BRASS     |     13 |            4
 Brand#15   | STANDARD PLATED BRASS     |     21 |            4
 Brand#15   | STANDARD PLATED BRASS     |     49 |            4
 Brand#15   | STANDARD PLATED COPPER    |      2 |            4
 Brand#15   | STANDARD PLATED COPPER    |      6 |            4
 Brand#15   | STANDARD PLATED COPPER    |     12 |            4
 Brand#15   | STANDARD PLATED COPPER    |     13 |            4
 Brand#15   | STANDARD PLATED NICKEL    |     12 |            4
 Brand#15   | STANDARD PLATED STEEL     |     21 |            4
 Brand#15   | STANDARD PLATED TIN       |      2 |            4
 Brand#15   | STANDARD PLATED TIN       |     17 |            4
 Brand#15   | STANDARD PLATED TIN       |     49 |            4
 Brand#15   | STANDARD POLISHED BRASS   |     17 |            4
 Brand#15   | STANDARD POLISHED BRASS   |     49 |            4
 Brand#15   | STANDARD POLISHED COPPER  |     12 |            4
 Brand#15   | STANDARD POLISHED COPPER  |     14 |            4
 Brand#15   | STANDARD POLISHED COPPER  |     49 |            4
 Brand#15   | STANDARD POLISHED NICKEL  |      6 |            4
 Brand#15   | STANDARD POLISHED NICKEL  |     49 |            4
 Brand#15   | STANDARD POLISHED STEEL   |      6 |            4
 Brand#15   | STANDARD POLISHED STEEL   |     12 |            4
 Brand#15   | STANDARD POLISHED STEEL   |     14 |            4
 Brand#15   | STANDARD POLISHED TIN     |     21 |            4
 Brand#21   | ECONOMY ANODIZED BRASS    |      6 |            4
 Brand#21   | ECONOMY ANODIZED COPPER   |     12 |            4
 Brand#21   | ECONOMY ANODIZED COPPER   |     13 |            4
 Brand#21   | ECONOMY ANODIZED NICKEL   |     12 |            4
 Brand#21   | ECONOMY ANODIZED NICKEL   |     49 |            4
 Brand#21   | ECONOMY ANODIZED STEEL    |     13 |            4
 Brand#21   | ECONOMY ANODIZED STEEL    |     14 |            4
 Brand#21   | ECONOMY ANODIZED TIN      |     14 |            4
 Brand#21   | ECONOMY ANODIZED TIN      |     49 |            4
 Brand#21   | ECONOMY BRUSHED BRASS     |      2 |            4
 Brand#21   | ECONOMY BRUSHED BRASS     |      6 |            4
 Brand#21   | ECONOMY BRUSHED BRASS     |     13 |            4
 Brand#21   | ECONOMY BRUSHED BRASS     |     21 |            4
 Brand#21   | ECONOMY BRUSHED BRASS     |     49 |            4
 Brand#21   | ECONOMY BRUSHED COPPER    |      6 |            4
 Brand#21   | ECONOMY BRUSHED COPPER    |     17 |            4
 Brand#21   | ECONOMY BRUSHED COPPER    |     49 |            4
 Brand#21   | ECONOMY BRUSHED NICKEL    |      6 |            4
 Brand#21   | ECONOMY BRUSHED NICKEL    |     49 |            4
 Brand#21   | ECONOMY BRUSHED STEEL     |     14 |            4
 Brand#21   | ECONOMY BRUSHED STEEL     |     17 |            4
 Brand#21   | ECONOMY BRUSHED STEEL     |     21 |            4
 Brand#21   | ECONOMY BRUSHED TIN       |      2 |            4
 Brand#21   | ECONOMY BRUSHED TIN       |     49 |            4
 Brand#21   | ECONOMY BURNISHED BRASS   |      2 |            4
 Brand#21   | ECONOMY BURNISHED BRASS   |     17 |            4
 Brand#21   | ECONOMY BURNISHED COPPER  |      6 |            4
 Brand#21   | ECONOMY BURNISHED COPPER  |     14 |            4
 Brand#21   | ECONOMY BURNISHED COPPER  |     17 |            4
 Brand#21   | ECONOMY BURNISHED COPPER  |     21 |            4
 Brand#21   | ECONOMY BURNISHED NICKEL  |      2 |            4
 Brand#21   | ECONOMY BURNISHED NICKEL  |     14 |            4
 Brand#21   | ECONOMY BURNISHED NICKEL  |     17 |            4
 Brand#21   | ECONOMY BURNISHED NICKEL  |     21 |            4
 Brand#21   | ECONOMY BURNISHED STEEL   |      2 |            4
 Brand#21   | ECONOMY BURNISHED STEEL   |      6 |            4
 Brand#21   | ECONOMY BURNISHED STEEL   |     17 |            4
 Brand#21   | ECONOMY BURNISHED STEEL   |     21 |            4
 Brand#21   | ECONOMY BURNISHED STEEL   |     49 |            4
 Brand#21   | ECONOMY BURNISHED TIN     |     12 |            4
 Brand#21   | ECONOMY BURNISHED TIN     |     17 |            4
 Brand#21   | ECONOMY BURNISHED TIN     |     21 |            4
 Brand#21   | ECONOMY PLATED BRASS      |      2 |            4
 Brand#21   | ECONOMY PLATED BRASS      |     12 |            4
 Brand#21   | ECONOMY PLATED BRASS      |     14 |            4
 Brand#21   | ECONOMY PLATED NICKEL     |      6 |            4
 Brand#21   | ECONOMY PLATED NICKEL     |     14 |            4
 Brand#21   | ECONOMY PLATED NICKEL     |     17 |            4
 Brand#21   | ECONOMY PLATED NICKEL     |     21 |            4
 Brand#21   | ECONOMY PLATED STEEL      |      2 |            4
 Brand#21   | ECONOMY PLATED STEEL      |     12 |            4
 Brand#21   | ECONOMY PLATED STEEL      |     13 |            4
 Brand#21   | ECONOMY PLATED STEEL      |     21 |            4
 Brand#21   | ECONOMY PLATED STEEL      |     49 |            4
 Brand#21   | ECONOMY PLATED TIN        |      6 |            4
 Brand#21   | ECONOMY PLATED TIN        |     13 |            4
 Brand#21   | ECONOMY PLATED TIN        |     14 |            4
 Brand#21   | ECONOMY PLATED TIN        |     17 |            4
 Brand#21   | ECONOMY PLATED TIN        |     21 |            4
 Brand#21   | ECONOMY PLATED TIN        |     49 |            4
 Brand#21   | ECONOMY POLISHED BRASS    |      2 |            4
 Brand#21   | ECONOMY POLISHED BRASS    |     12 |            4
 Brand#21   | ECONOMY POLISHED BRASS    |     13 |            4
 Brand#21   | ECONOMY POLISHED COPPER   |      6 |            4
 Brand#21   | ECONOMY POLISHED COPPER   |     21 |            4
 Brand#21   | ECONOMY POLISHED COPPER   |     49 |            4
 Brand#21   | ECONOMY POLISHED NICKEL   |      6 |            4
 Brand#21   | ECONOMY POLISHED NICKEL   |     21 |            4
 Brand#21   | ECONOMY POLISHED STEEL    |      2 |            4
 Brand#21   | ECONOMY POLISHED STEEL    |      6 |            4
 Brand#21   | ECONOMY POLISHED STEEL    |     17 |            4
 Brand#21   | ECONOMY POLISHED STEEL    |     21 |            4
 Brand#21   | ECONOMY POLISHED TIN      |      6 |            4
 Brand#21   | ECONOMY POLISHED TIN      |     13 |            4
 Brand#21   | ECONOMY POLISHED TIN      |     14 |            4
 Brand#21   | ECONOMY POLISHED TIN      |     17 |            4
 Brand#21   | ECONOMY POLISHED TIN      |     21 |            4
 Brand#21   | LARGE ANODIZED BRASS      |      6 |            4
 Brand#21   | LARGE ANODIZED BRASS      |     12 |            4
 Brand#21   | LARGE ANODIZED BRASS      |     49 |            4
 Brand#21   | LARGE ANODIZED COPPER     |     12 |            4
